2022-07-30 23:59:44+00:00,1553530815245582337,"If history is my guide, SPX will print sub 3000 sometime in the next 6 months.  Please, don't forget, how top heavy the indices have become.  I'm old enuf to remember when $INTC was far and away the most important equity in the world.  $AAPL printed an ATH in March 2020 at 81 -",ryan554
2022-07-30 23:57:12+00:00,1553530176889393152,@SuburbanDrone I’ll stick with my AAPL,FBMSubVet
2022-07-30 23:56:17+00:00,1553529946982588417,"ROTH IRA 1:JULY END
Tech positions: $AMZN $AMD $SOFI $DIS $GOOGL 
&amp; $GOOGL June 2024 calls
Biotech positions: $PDSB $PAVM $DAWN $MYOV $LUCD $VRCA $LIFE $OTIC

Swing trades: $DRMA $CYCN $BLUE

ROTH IRA 2:JULY END
TECH: $AMD $AMZN 
Options: $AAPL $MSFT calls

Biotech: $PDSB $PAVM",Pharmdca
2022-07-30 23:56:16+00:00,1553529945741074433,"LT Account: JULY END
Top Tech positions: $AMD $MSFT $GOOGL $ZS $AMZN $TTD $NET $AAPL $TWLO $CRWD

Top Undervalued Biotech: $PDSB $PAVM $ONCT $CRVS $CRDF $MYOV $AXSM $EIGR $ORTX $BFRI $BCTX $DAWN
Rest: $XAIR $AUPH $NARI $DMTK $TARA $ARDX

Conc. swing position $DRMA $ABEO",Pharmdca
2022-07-30 23:54:16+00:00,1553529439501287425,"Dow Jones #Futures: #StockMarket Rally Passes Inflection Point; #Apple, #Exxon Flash Buy Signals https://t.co/VOQdLq6GXu via @IBDinvestors $AAPL $XOM $CVX $ON $NIO $XPEV $LI $BYDDF $TSLA $VRTX $WMT $FFTY $BOUT $IGV $SMH $XME $PAVE $XHB $JETS $XLE $XLF $XLV $ARKK $ARKG $PAVE #ETFs",TradingAllIn
2022-07-30 23:51:23+00:00,1553528715027496961,"Trade Smart, Automate Entry till Exits on Options and Stocks using the Drat Smart Trader! https://t.co/3UE8sjGKli
 $BCAC $TEUM  $SPY $QQQ $TSLA $MSFT $AAPL   #Dione #Stocks #Trading #Invest #Options #ETF #Smart #Dowstrademus #SmartTrader #DratSmartTrader #MoneyManagement #Money",DratSmartTrader
2022-07-30 23:48:34+00:00,1553528007591075841,"Twitter's Top Stocks: 

$SPY  Price: $411.99  Mentions: 115
$TSLA  Price: $891.45  Mentions: 77
$AAPL  Price: $162.51  Mentions: 59
$QQQ  Price: $315.46  Mentions: 57
$AMC  Price: $14.56  Mentions: 46

#stocks #investing #trading",RealHotTakesBot
2022-07-30 23:48:14+00:00,1553527922346151951,"Twitter's Thoughts:

$SPY - Very Positive 
$TSLA - Very Positive 
$AAPL - Very Positive 
$QQQ - Very Positive 
$AMC - Very Positive 

#stocks #investing #trading",RealHotTakesBot
2022-07-30 23:47:41+00:00,1553527783896207360,"Be aware that $AAPL could head up to test $180 if the stock breaks out. 😍 ""Overall, we believe our year-over-year revenue growth will accelerate during the September quarter compared to the June quarter..."", said the company during their Q3 2022 earnings call. #NASDAQ $SPX #DJIA https://t.co/Jm6FHLbvhn",wijaranakula
2022-07-30 23:43:07+00:00,1553526633797017600,"$ELMS $BCAC $FPAC $TRNX $ARIZW $DYNS $TEUM $TSLA $SPY $AAPL $GME $AMC - Get the Alert before the Move Automate, Sleep &amp; Earn with DRAT Smart Trader. Plan your trade.
https://t.co/yfMiXhDQcu
#dowstrademus #trading #stocks #option #options #DraTalerts #smarttrader https://t.co/zutLPzxiog",Dowstrademus
2022-07-30 23:43:04+00:00,1553526620870217728,$ELMS $BCAC $FPAC $TRNX $ARIZW $DYNS $TEUM $TSLA $SPY $AAPL $GME $AMC - Do you need a guide through wall street? Use our algo-driven trade alerts. Visit https://t.co/vmW4MEO5J0 to see our track record and get 25% off. #FinTwit #StockMarket #25%Off https://t.co/4CEH4eQcjW,Dowstrademus
2022-07-30 23:40:33+00:00,1553525990449901568,"監視銘柄(8月1日～)
短期的には夏枯れも意識、小型に資金。まだまだ不透明な相場好業績中心に

4194ビジョナル
3675クロスマーケティング
5334日本特殊
6965浜松ホトニクス
6918アバールデータ
3498霞ヶ関キャピタル
3323レカム
6613QDレーザー
6292カワタ
6338タカトリ

$AAPL
$DDOG 
$PATH
$PLTR",kosokuonsoku
2022-07-30 23:38:00+00:00,1553525345919406081,"$AAPL $175 is achievable and still be in a major downtrend. MACD histograms appears to have bottomed.

#tradetowin https://t.co/NvKjFWNLmq",AreteTrading
2022-07-30 23:36:23+00:00,1553524939738599424,"Trade with a plan, Money Management made Easy https://t.co/yvlPD1kxiW
 $ELMS $DYNS  $SPY $QQQ $TSLA $MSFT $AAPL   #Dione #Stocks #Trading #Invest #Options #ETF #Smart #Dowstrademus #SmartTrader #DratSmartTrader #MoneyManagement #Money",DratSmartTrader
2022-07-30 23:33:58+00:00,1553524333548638209,$SPY Market Review - What to expect  for Next Week $TSLA $AAPL $SPY $uvxy https://t.co/oLyovdhLYw,voidydude
2022-07-30 23:31:46+00:00,1553523779074420736,$AAPL Earnings reports today before the markets open...... https://t.co/xp3QdDnSEX,RoseDav17977040
2022-07-30 23:21:23+00:00,1553521164873478146,Everything you need to improve your Investment approach from Research to Automating Trades! https://t.co/ZBFB2RDNTW  $RICO $BCAC  $SPY $QQQ $TSLA $MSFT $AAPL   #Dione #Stocks #Trading #Invest #Options #ETF #Smart #Dowstrademus #SmartTrader #DratSmartTrader #MoneyManagement #Money,DratSmartTrader
2022-07-30 23:19:25+00:00,1553520669891198978,"Forget The New MacBook Pro, Apple Has A Better Choice
$AAPL 
Powered by https://t.co/nPzL7131RD https://t.co/g78XtMq4r2",BigTech_News
2022-07-30 23:18:40+00:00,1553520480518275073,There can be only one $MSFT $AAPL. I think MSFT starts to outperform again https://t.co/69xJsToOCU,simple_million
2022-07-30 23:17:03+00:00,1553520073364492288,Lomi review: A great countertop composter -- if you've got the space for it https://t.co/PceFIiyYPo $AAPL https://t.co/MUUrBpj9p9,MacHashNews
2022-07-30 23:14:13+00:00,1553519360723017729,"(Weekly) US Stock Market Summary

https://t.co/DfVEts54KM

$AAPL $MSFT $GOOG $AMZN $TSLA $BRK-B $UNH $JNJ $TSM $NVDA $ENPH $SEDG $CEG $URI $CMG $CEG $CDNS $ADSK $AMZN $SWK $CINF $CMCSA $NEM $BAX $CMCSA $CHTR $PDD $INTC $SPX $SPY $NDX $QQQ",BulldudeC
2022-07-30 23:13:07+00:00,1553519084779712513,"$ELMS $BCAC $FPAC $TRNX $ARIZW $DYNS $TEUM $TSLA $SPY $AAPL $GME $AMC - Get the Alert before the Move Automate, Sleep &amp; Earn with DRAT Smart Trader. Plan your trade.
https://t.co/yfMiXhDQcu
#dowstrademus #trading #stocks #option #options #DraTalerts #smarttrader https://t.co/9pDaGMdY5s",Dowstrademus
2022-07-30 23:13:04+00:00,1553519071211114497,$ELMS $BCAC $FPAC $TRNX $ARIZW $DYNS $TEUM $TSLA $SPY $AAPL $GME $AMC - Do you need a guide through wall street? Use our algo-driven trade alerts. Visit https://t.co/vmW4MEO5J0 to see our track record and get 25% off. #FinTwit #StockMarket #25%Off https://t.co/ZZOU08oELu,Dowstrademus
2022-07-30 23:11:28+00:00,1553518670093090817,"➡ https://t.co/CGMCEk5CZZ

Learn To Trade While You're Working From Home

$AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA https://t.co/rVfnKE0Ksu",AlertTrade
2022-07-30 23:10:11+00:00,1553518347102330880,"Cathie Wood Sees Early Signs Of Bear Market Ending, Stands By Favorite Growth Stock Picks https://t.co/KGbwoPEau3  $SPY $TSLA $DJIA $QQQ $AAPL",LlcBillionaire
2022-07-30 23:08:44+00:00,1553517982151651328,$AAPL weekly chart signaled on 7/25 https://t.co/l79PeAPxso,FlyrUsr
2022-07-30 23:08:42+00:00,1553517974027268096,$AAPL long tail up on Friday.  #pointAndfigure https://t.co/2mApJprGVk,FlyrUsr
2022-07-30 23:07:43+00:00,1553517727343513600,"$AAPL +  $META analysis was perfect. Everyone learn yourself how to look for opportunities to buy or short. 

Look at  all gurus trends but buy sell short based on your analysis. Knowledge is powerful. All alert services are fake &amp; pumps. https://t.co/xWFZcV6zVA",WsbmodR
2022-07-30 23:07:39+00:00,1553517709346099200,"🔥🔥 Automated Hourly $AAPL 🍎 Sentiment Report (📈 / 📉) 🔥🔥
1. Product Series Reviews:
#iPhones 91/78
#Mac #Macbook 69/77
#iPad 67/62
#AppleWatch 42/95
#MacOS #iOS 58/58
General #Apple Products 88/97
2. Company News: 42/53
3. Social Media: 63/48
07/30/2022 23:07 UTC",AAPLinsights
2022-07-30 23:06:23+00:00,1553517390339526658,"Automate, Sleep &amp; Earn with DRAT Smart Trader. Now available with TD Ameritrade Connection https://t.co/U1ieJeCZ5H  $KLDO $DYNS  $SPY $QQQ $TSLA $MSFT $AAPL   #Dione #Stocks #Trading #Invest #Options #ETF #Smart #Dowstrademus #SmartTrader #DratSmartTrader #MoneyManagement #Money",DratSmartTrader
2022-07-30 23:04:37+00:00,1553516946553028610,"This Burrito Chain Has A Better 5-Year Return Than Apple $AAPL, Nvidia $NVDA, Microsoft $MSFT, Ford $F, Starbucks, Disney And Amazon $AMZN https://t.co/g1SNun55kG",LlcBillionaire
2022-07-30 23:01:22+00:00,1553516128042991616,"Trending Stocks on #fintwit: 

Source: https://t.co/cWJOwWSb0I 

1. $BTC 🥇
2. $SHOP 🥈
3. $PYPL 🥉
4. $CRWD
5. $TTD
6. $DIS
7. $SPY
8. $SPX
9. $TSLA
10. $AAPL

( Sorted by last hour ) https://t.co/k9WvOj2XiB",fintwit_synapse
2022-07-30 22:54:26+00:00,1553514381924876288,"Friday was my biggest red day since changing strategy
In this #TradeReview Video I go over the mistakes I did and what I need to do improve

Also go through the setups from 28.07.2022
$AAPL $AMD $NVDA $AMZN $MSFT $SPY $QQQ $VIX
#tradingjourney 

https://t.co/GZZuZ82XiB",KuungFuuPaandaa
2022-07-30 22:51:23+00:00,1553513615252082688,"Trade Smart, Automate Entry till Exits on Options and Stocks using the Drat Smart Trader! https://t.co/3UE8sjGKli
 $ELMS $BCAC  $SPY $QQQ $TSLA $MSFT $AAPL   #Dione #Stocks #Trading #Invest #Options #ETF #Smart #Dowstrademus #SmartTrader #DratSmartTrader #MoneyManagement #Money",DratSmartTrader
2022-07-30 22:51:08+00:00,1553513554438938625,"$AAPL is moving extremely fast after the breakout.

First target hit.

The price needs a pullback soon

https://t.co/lZIw6TnHLU",TizyCharts
2022-07-30 22:47:15+00:00,1553512577178673152,"Chat Room: Apple Inc.

05/26/1999 9:42pm ET

Michael Burry to Mike Connolly 

$AAPL https://t.co/jT5AG8lnFy",BurryDeleted
2022-07-30 22:43:07+00:00,1553511535149871104,"$ELMS $BCAC $FPAC $TRNX $ARIZW $DYNS $TEUM $TSLA $SPY $AAPL $GME $AMC - Get the Alert before the Move Automate, Sleep &amp; Earn with DRAT Smart Trader. Plan your trade.
https://t.co/yfMiXhDQcu
#dowstrademus #trading #stocks #option #options #DraTalerts #smarttrader https://t.co/vQpfNvinT2",Dowstrademus
2022-07-30 22:43:04+00:00,1553511521652654080,$ELMS $BCAC $FPAC $TRNX $ARIZW $DYNS $TEUM $TSLA $SPY $AAPL $GME $AMC - Do you need a guide through wall street? Use our algo-driven trade alerts. Visit https://t.co/vmW4MEO5J0 to see our track record and get 25% off. #FinTwit #StockMarket #25%Off https://t.co/PbngbkzjE0,Dowstrademus
2022-07-30 22:42:46+00:00,1553511445416910848,"@SSearch2021 Bookmap 
You can get it from from TD. 
I have paid 40 per month for all stocks but if you are trading just SPY AAPL MSFT then free version has all. 

Have an account on TD.
Download TOS desktop app. 
Then send a request through TOS support link right hand corner to enable bookmap https://t.co/37apjVguCl",WsbmodR
2022-07-30 22:39:13+00:00,1553510553619800064,@PandaOptions AAPL,UnbackedCapital
2022-07-30 22:37:14+00:00,1553510056116764672,"@Investingcom It wasn't record revenue. It was ""June Quarter record revenue"".

In fact, they posted 123 Billion 2 quarters ago.

$AAPL",PicassoCharts
2022-07-30 22:36:23+00:00,1553509840453914625,"Trade with a plan, Money Management made Easy https://t.co/yvlPD1kxiW
 $BCAC $SHCAW  $SPY $QQQ $TSLA $MSFT $AAPL   #Dione #Stocks #Trading #Invest #Options #ETF #Smart #Dowstrademus #SmartTrader #DratSmartTrader #MoneyManagement #Money",DratSmartTrader
2022-07-30 22:33:56+00:00,1553509222553460736,"@garyblack00 @ajtourville Let’s say Tsla in x years 5x from here…in my opinion  it would cause much more “sensation” Elon approaching 1T rather than Tesla reaching about 4,5T(probably in the meantime Aapl,Msft,Goog with similar market cap)short term pressure but probably neutral/positive longer term",PierluigiBocci
2022-07-30 22:30:00+00:00,1553508234572353536,"おはみみるん🌸

みみるラボウィークリー🥰
""一目でわかる今週のNASDAQ100""

指数はナスダック100は週間4.45%上昇🚀
決算発表後の $AMZN $AAPL が大きく押上げ
一方で $META $CMCSA など決算で大きく下落したものもあり明暗が分かれる💦

引き続き決算発表には要注意ですね

#米国株 #レバナス https://t.co/3FUEz4Vlp5",mimiru_usstock
2022-07-30 22:29:27+00:00,1553508095707385857,This rally in the market has been strange. May have made sense for some names as they were insanely oversold. Some not so much. $aapl and $msft essentially unphased. Interesting,Lazzuss
2022-07-30 22:23:12+00:00,1553506522105540608,"これからリセッションになると聞くと投資家は、キャッシュフローがダントツにたくさんあってEPSが高くて決算が良かったところに集中する。

米株CFの多いところ

$AAPL $20.8bn
$MSFT 17.8
$EXON 16.9
$GOOG 12.6
$CVX 10.6
$UNH 6.2
$VZ 6.2
$PFE 5.9
$VLO 5.4
$V 5.0",Athena_KanaPU11
2022-07-30 22:19:59+00:00,1553505711853748224,"People are complaining about the ""profiteering"" by oil companies.  Who had bigger deductions for taxes this quarter?  Exxon or Apple?  $XOM $AAPL

Enjoy the weekend! 🙏🤓",KailashConcepts
2022-07-30 22:19:57+00:00,1553505705977532416,"Equally emblematic of legacy biases favoring discretionary tech stocks over producers of basics, in beating their quarter, $AAPL's stock price rose roughly ""a fifth of an $XOM "" or ""an $EOG and a half"" or ""nearly a $COP.""",KailashConcepts
